first,last,nickname,height,weight,reach,stance,w,l,d,belt,SLpM,Str. Acc.,SApM,Str. Def,TD Avg,TD Acc.,TD Def.,Sub. Avg.
George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,5,0,n/a,3.82,40%,2.45,58%,1.36,21%,35%,0.8
Amar,Suloev,n/a,"5' 9""",183 lbs.,n/a,Orthodox,24,7,0,n/a,1.98,37%,2.19,70%,0.27,100%,88%,0.3
Magomed,Sultanakhmedov,n/a,"6' 2""",185 lbs.,n/a,Southpaw,16,5,0,n/a,0,0%,2.4,42%,9,100%,0%,9
Aji,Susilo,n/a,"5' 10""",155 lbs.,n/a,n/a,6,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,n/a,Orthodox,0,1,0,n/a,2.07,83%,4.97,36%,0,0%,0%,0
Joel,Sutton,n/a,"5' 11""",205 lbs.,n/a,Orthodox,2,4,1,n/a,0,0%,0,0%,0,0%,0%,0
Chad,Sutton,n/a,"6' 1""",185 lbs.,n/a,n/a,2,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Martin,Svensson,Big Swede,"6' 1""",155 lbs.,"72.0""",n/a,14,6,0,n/a,2.02,38%,5.91,38%,0,0%,0%,0
Cub,Swanson,n/a,"5' 8""",145 lbs.,"70.0""",Orthodox,24,7,0,n/a,3.67,46%,3.07,63%,1.3,51%,55%,0.6
Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0,n/a,2.36,37%,2.29,54%,1.06,50%,61%,0.6
Floyd,Sword,n/a,"6' 0""",185 lbs.,n/a,Orthodox,12,3,0,n/a,0.78,42%,1.57,40%,0,0%,33%,0
Bentley,Syler,Dr. Bolivia,"5' 4""",125 lbs.,"68.0""",Orthodox,5,1,0,n/a,1.3,18%,1.73,79%,0,0%,75%,0
Leo,Sylvest,Lethal,"5' 11""",205 lbs.,n/a,Orthodox,10,26,0,n/a,0,0%,6.58,27%,0,0%,0%,0
Tony,Sylvester,n/a,"6' 1""",225 lbs.,n/a,Southpaw,11,3,0,n/a,0,0%,10.12,12%,0,0%,0%,0
Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,30,7,0,n/a,4.23,41%,2.61,61%,0.11,100%,75%,0.1
Osamu,Tachihikari,n/a,"6' 5""",300 lbs.,n/a,Orthodox,0,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Amber,Tackett,n/a,n/a,115 lbs.,n/a,n/a,1,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Eugenio,Tadeu,n/a,"5' 8""",160 lbs.,n/a,Orthodox,2,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,n/a,n/a,21,6,1,n/a,4.18,42%,4.55,59%,5.45,40%,100%,1.4
Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,25,5,0,n/a,3.26,43%,2.15,61%,2.24,77%,85%,0
Nobuhiko,Takada,n/a,"6' 0""",220 lbs.,n/a,Southpaw,2,6,2,n/a,0.31,24%,1.92,39%,1.15,20%,0%,0
Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,n/a,Southpaw,29,25,3,n/a,2.26,51%,6.47,44%,0,0%,66%,2.3
Yoko,Takahashi,n/a,"5' 8""",150 lbs.,n/a,n/a,15,12,2,n/a,0,0%,0,0%,0,0%,0%,0
Daiju,Takase,n/a,"6' 0""",170 lbs.,n/a,Southpaw,9,13,2,n/a,0.49,30%,1.64,47%,0.84,17%,21%,1.2
Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,n/a,Orthodox,16,10,1,n/a,3.18,33%,3.16,60%,0.9,45%,66%,0
Yoshihiro,Takayama,n/a,"6' 5""",280 lbs.,n/a,Orthodox,0,4,0,n/a,3.4,54%,5.69,29%,0.67,33%,55%,0
Makoto,Takimoto,n/a,"5' 7""",205 lbs.,n/a,Southpaw,6,5,0,n/a,1.37,39%,1.71,55%,1.48,50%,25%,1.1
Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,n/a,Orthodox,17,5,2,n/a,0,0%,0,0%,0,0%,0%,0
Nordine,Taleb,n/a,"6' 1""",170 lbs.,"74.0""",Orthodox,12,3,0,n/a,3.18,57%,1.51,70%,3.21,76%,69%,0
Tsuyoshi,Tamakairiki,n/a,"6' 0""",220 lbs.,n/a,Orthodox,0,3,0,n/a,0,0%,26.67,50%,0,0%,0%,0
Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,n/a,n/a,9,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Kiyoshi,Tamura,n/a,"5' 11""",185 lbs.,n/a,Southpaw,32,13,3,n/a,2.44,53%,1.44,60%,0.58,60%,45%,0.2
Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,16,11,2,n/a,3.73,43%,1.94,78%,0,0%,20%,1
Issei,Tamura,n/a,"5' 5""",135 lbs.,"63.0""",Orthodox,7,4,0,n/a,1.89,53%,4.58,44%,0.92,25%,33%,0
Jason,Tan,n/a,"5' 10""",170 lbs.,n/a,Orthodox,5,3,0,n/a,0.69,29%,7.37,18%,0,0%,0%,0
Akihito,Tanaka,Kinniku Mantaro,n/a,n/a,n/a,Southpaw,2,2,0,n/a,0.19,50%,2.05,38%,5.59,66%,0%,0
Michinori,Tanaka,n/a,"5' 5""",135 lbs.,"67.0""",Orthodox,11,2,0,n/a,2,37%,1.73,51%,2.5,43%,40%,0.2
Evan,Tanner,n/a,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0,n/a,3.05,59%,2.64,56%,2.55,43%,25%,1.3
Manny,Tapia,The Mangler,"5' 5""",135 lbs.,"67.0""",Orthodox,11,4,1,n/a,2.69,21%,4.74,58%,0.49,40%,66%,0.2
Gary,Tapusoa,n/a,"5' 7""",185 lbs.,n/a,n/a,6,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Miesha,Tate,Cupcake,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0,n/a,1.93,41%,2.71,50%,2.06,31%,52%,1.6
Deividas,Taurosevicius,n/a,"5' 9""",145 lbs.,"68.0""",Southpaw,13,5,0,n/a,2.13,43%,1.82,59%,2,28%,50%,0.3
Thiago,Tavares,n/a,"5' 7""",145 lbs.,"68.0""",Orthodox,24,7,1,n/a,2,40%,2.31,62%,3.83,42%,62%,1.5
Jeremy,Tavares,n/a,n/a,135 lbs.,n/a,n/a,0,5,0,n/a,0,0%,0,0%,0,0%,0%,0
Brad,Tavares,n/a,"6' 1""",185 lbs.,"74.0""",Orthodox,14,5,0,n/a,3.12,41%,2.49,55%,1.29,32%,75%,0
Paul,Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1,n/a,4.44,47%,4.47,55%,0.27,25%,56%,0.5
Jesse,Taylor,JT Money,"6' 1""",185 lbs.,n/a,Orthodox,20,7,0,n/a,0.8,36%,0.46,55%,8.62,45%,100%,1.7
Torrance,Taylor,n/a,"5' 7""",155 lbs.,n/a,n/a,10,7,1,n/a,0,0%,0,0%,0,0%,0%,0
Louis,Taylor,BeastMode,"5' 11""",185 lbs.,"74.0""",Orthodox,11,3,0,n/a,2.06,32%,1.24,68%,2.48,28%,100%,0
Anthony,Taylor,Pretty Boy,"5' 7""",145 lbs.,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Danielle,Taylor,Dynamite,"5' 0""",115 lbs.,"60.0""",Orthodox,8,2,0,n/a,2.07,23%,1.6,86%,0.5,33%,100%,0
James,Te Huna,n/a,"6' 2""",185 lbs.,"75.0""",Orthodox,18,9,0,n/a,4.04,51%,2.99,62%,2.75,37%,58%,0.2
Glover,Teixeira,n/a,"6' 2""",205 lbs.,"76.0""",Orthodox,25,5,0,n/a,4.4,44%,3.63,57%,2.57,50%,58%,0.8
John,Teixeira,Macapa,"5' 7""",145 lbs.,n/a,Orthodox,14,1,1,n/a,3.36,35%,3.2,63%,1,27%,71%,0.7
Ewerton,Teixeira,n/a,"6' 1""",242 lbs.,n/a,n/a,3,1,0,n/a,2,39%,3.22,35%,0,0%,33%,0
Tra,Telligman,Trauma,"6' 2""",233 lbs.,n/a,Orthodox,7,5,1,n/a,1.83,35%,3.02,56%,0.87,100%,80%,0
Herman,Terrado,n/a,n/a,170 lbs.,n/a,n/a,8,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Dave,Terrel,The Bionic,"5' 8""",170 lbs.,n/a,Southpaw,7,6,0,n/a,5.58,44%,5.71,48%,0,0%,100%,0
David,Terrell,The Soul Assassin,"6' 1""",185 lbs.,n/a,Southpaw,6,2,0,n/a,2.34,63%,2.71,37%,5.54,50%,0%,5.5
James,Terry,Intensity,"5' 10""",170 lbs.,n/a,Orthodox,16,8,0,n/a,3.23,32%,4.77,64%,3.31,36%,75%,0
David,Teymur,n/a,"5' 9""",155 lbs.,"73.0""",n/a,5,1,0,n/a,4.98,52%,1.63,66%,1.17,50%,100%,0
Motonobu,Tezuka,n/a,"5' 7""",135 lbs.,"66.0""",Southpaw,19,6,4,n/a,0.87,23%,2.8,51%,1.5,11%,0%,0.5
Jason,Thacker,n/a,"5' 10""",185 lbs.,n/a,Orthodox,0,1,0,n/a,0.63,33%,17.05,32%,0,0%,0%,0
Brandon,Thatch,Rukus,"6' 2""",170 lbs.,"74.0""",Switch,11,5,0,n/a,2.7,42%,3.63,52%,1.36,66%,50%,0.7
Elias,Theodorou,The Spartan,"6' 1""",185 lbs.,"75.0""",n/a,13,1,0,n/a,3.45,39%,1.9,50%,2.12,29%,41%,0
Nik,Theotikos,n/a,n/a,185 lbs.,n/a,Orthodox,6,2,0,n/a,0,0%,5.48,19%,0,0%,0%,4.8
Paulo,Thiago,n/a,"5' 11""",170 lbs.,"73.0""",Orthodox,15,8,0,n/a,1.71,39%,1.99,63%,1.42,31%,63%,1.2
Din,Thomas,Dinyero,"5' 9""",155 lbs.,n/a,Orthodox,25,8,0,n/a,1.85,37%,2.6,59%,1.38,52%,76%,1.2
Ryan,Thomas,The Tank Engine,"6' 0""",170 lbs.,n/a,Orthodox,12,7,0,n/a,2.01,36%,4.17,30%,5.59,33%,0%,2.2
Noah,Thomas,n/a,"5' 9""",135 lbs.,n/a,Orthodox,14,7,0,n/a,0.44,13%,4.99,33%,0,0%,0%,1.3
Treston,Thomison,n/a,"5' 8""",145 lbs.,n/a,n/a,8,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Nick,Thompson,The Goat,"6' 1""",170 lbs.,"74.0""",Orthodox,38,14,1,n/a,1.87,42%,1.8,49%,1.06,100%,35%,2.6
James,Thompson,The Colossus,"6' 5""",265 lbs.,n/a,Orthodox,16,14,0,n/a,5.13,52%,3.19,41%,3.14,36%,53%,1.3
Oli,Thompson,n/a,"6' 1""",242 lbs.,"75.0""",Orthodox,9,4,0,n/a,2.59,48%,5.45,47%,0,0%,66%,0.8
Stephen,Thompson,Wonderboy,"6' 0""",170 lbs.,"75.0""",Orthodox,13,1,1,n/a,4.06,44%,2.75,58%,0.64,50%,78%,0
Josh,Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,21,8,0,n/a,2.62,48%,2.11,64%,1.95,40%,54%,1.4
Simeon,Thoresen,The Grin,"6' 1""",170 lbs.,"79.0""",Orthodox,17,4,1,n/a,3.85,43%,3.85,64%,1.12,40%,50%,1.7
Josh,Thornburg,n/a,"6' 0""",170 lbs.,n/a,n/a,7,5,0,n/a,1.2,50%,3.13,38%,2,66%,42%,2
Gleison,Tibau,n/a,"5' 10""",155 lbs.,"71.0""",Southpaw,40,12,0,n/a,1.95,33%,2.37,63%,4.3,54%,92%,0.9
Chris,Tickle,BadBoy,"5' 9""",155 lbs.,n/a,n/a,7,5,0,n/a,1.07,40%,1.13,43%,1,25%,20%,2
Nolan,Ticman,n/a,"5' 6""",125 lbs.,"69.0""",Orthodox,4,3,0,n/a,2.57,47%,2.53,67%,0,0%,60%,0
Darren,Till,n/a,"6' 0""",170 lbs.,"74.0""",Southpaw,13,0,1,n/a,3.42,57%,4.9,49%,0,0%,71%,0
Brett,Tillis,n/a,n/a,145 lbs.,n/a,n/a,0,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Ryan,Tobar,n/a,n/a,155 lbs.,n/a,n/a,3,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Andrew,Todhunter,The Sniper,"6' 0""",170 lbs.,"72.0""",Switch,7,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Hideo,Tokoro,n/a,"5' 7""",135 lbs.,n/a,Orthodox,30,25,1,n/a,1.78,37%,2.01,65%,0.87,34%,44%,2.3
Kazuki,Tokudome,n/a,"5' 11""",155 lbs.,"73.0""",Southpaw,12,6,1,n/a,2.26,41%,3.63,53%,2,38%,78%,0
Tyler,Toner,n/a,"5' 8""",145 lbs.,"70.0""",Orthodox,12,3,0,n/a,2.95,52%,2.13,62%,0,0%,54%,0.4
James,Toney,Lights Out,"5' 9""",220 lbs.,n/a,Orthodox,0,1,0,n/a,0,0%,2.41,27%,0,0%,0%,0
Masanori,Tonooka,n/a,"5' 8""",185 lbs.,n/a,Orthodox,1,2,0,n/a,0.16,5%,1.09,36%,0,0%,0%,0
Carl,Toomey,n/a,n/a,n/a,n/a,n/a,3,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Anthony,Torres,The Crush,"5' 8""",170 lbs.,n/a,Orthodox,5,2,0,n/a,3.54,48%,7.52,45%,0,0%,100%,2.2
Miguel,Torres,n/a,"5' 9""",135 lbs.,"76.0""",Orthodox,39,5,0,n/a,3.98,43%,1.86,74%,0,0%,17%,1.6
Ronys,Torres,n/a,"5' 7""",155 lbs.,n/a,Orthodox,22,4,0,n/a,0.87,26%,1.93,57%,4,47%,16%,0.5
Haven,Torres,n/a,n/a,125 lbs.,n/a,n/a,0,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Tecia,Torres,The Tiny Tornado,"5' 1""",115 lbs.,"60.0""",n/a,7,1,0,n/a,4.43,50%,2.32,70%,0.75,16%,75%,0
Alex,Torres,Rolo,"5' 10""",145 lbs.,"70.0""",Orthodox,2,2,0,n/a,2.47,37%,2.73,69%,2,22%,50%,0
Abram,Torres,n/a,"5' 10""",170 lbs.,n/a,n/a,3,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Minoru,Toyonaga,n/a,"5' 11""",195 lbs.,n/a,Southpaw,2,5,0,n/a,0,0%,0,0%,0,0%,0%,0
Roberto,Traven,Spider,"6' 3""",227 lbs.,n/a,Orthodox,6,4,1,n/a,0.92,50%,2.77,57%,0,0%,0%,0
Bryan,Travers,n/a,n/a,155 lbs.,n/a,n/a,14,3,0,n/a,2.33,48%,3.93,55%,2,28%,63%,0
Alexander,Trevino,n/a,n/a,170 lbs.,n/a,n/a,5,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Francisco,Trevino,Sitkayan,"5' 9""",155 lbs.,"70.0""",Orthodox,12,2,0,n/a,2.65,42%,2.42,64%,0.97,22%,41%,0
Frank,Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71.0""",Southpaw,21,9,0,n/a,2.79,46%,1.9,56%,2.35,47%,75%,0.8
Francisco,Trinaldo,Massaranduba,"5' 9""",155 lbs.,"70.0""",Southpaw,21,4,0,n/a,3.35,47%,2.31,60%,1.14,41%,58%,0.5
Damien,Trites,The Omen,"5' 11""",165 lbs.,n/a,n/a,7,6,0,n/a,0,0%,0,0%,0,0%,0%,0
Tor,Troeng,The Hammer,"6' 2""",185 lbs.,"77.0""",Orthodox,16,7,1,n/a,1.16,46%,3.26,32%,0.62,7%,66%,0.3
Aaron,Trujillo,n/a,"5' 5""",125 lbs.,n/a,n/a,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Reynaldo,Trujillo,The Truth,"5' 9""",155 lbs.,n/a,n/a,8,7,0,n/a,0,0%,0,0%,0,0%,0%,0
Abel,Trujillo,Killa,"5' 8""",155 lbs.,"70.0""",Orthodox,15,6,0,n/a,3.01,43%,2.15,60%,2.52,59%,40%,0.6
Chris,Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76.0""",Orthodox,21,4,0,n/a,1.35,31%,3.17,47%,1.19,18%,0%,0.6
Jon,Tuck,Super Saiyan,"5' 11""",155 lbs.,"73.0""",Orthodox,9,4,0,n/a,3.1,39%,3.75,61%,0.49,37%,55%,0.8
Jumabieke,Tuerxun,Leopard,"5' 7""",135 lbs.,"67.0""",Orthodox,17,3,0,n/a,1.6,28%,3.08,59%,0.47,11%,66%,0.9
Tom,Tuggle,The Law,"6' 2""",250 lbs.,n/a,Orthodox,0,3,0,n/a,0,0%,2.14,0%,32.14,100%,0%,0
Blair,Tugman,n/a,"6' 0""",135 lbs.,n/a,n/a,7,6,0,n/a,2.25,53%,0.93,50%,7.5,60%,0%,0
Zubaira,Tukhugov,Warrior,"5' 8""",145 lbs.,"68.0""",Orthodox,18,4,0,n/a,2.53,35%,2.09,69%,2.13,46%,100%,0
Teila,Tuli,n/a,"6' 0""",430 lbs.,n/a,Orthodox,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Albert,Tumenov,Einstein,"5' 11""",170 lbs.,"73.0""",Orthodox,17,4,0,n/a,3.76,42%,3.34,58%,0.2,20%,75%,0
Courtney,Turner,n/a,"6' 2""",170 lbs.,n/a,n/a,0,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Marcin,Tybura,Tybur,"6' 3""",249 lbs.,"78.0""",Orthodox,14,2,0,n/a,3.02,38%,2.3,71%,0.72,33%,100%,0
Alberto,Uda,n/a,"6' 3""",185 lbs.,"77.0""",Orthodox,9,2,0,n/a,1.79,52%,3.49,45%,2.83,50%,66%,0
Ryuki,Ueyama,n/a,"5' 11""",180 lbs.,n/a,Southpaw,11,13,5,n/a,0.13,21%,1.4,46%,0.5,100%,0%,1.5
Christian,Uflacker,n/a,"5' 11""",170 lbs.,n/a,n/a,3,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Andy,Uhrich,n/a,"6' 0""",170 lbs.,n/a,n/a,6,3,0,n/a,0,0%,0,0%,0,0%,0%,0
Gasan,Umalatov,Cobra,"5' 11""",170 lbs.,"71.0""",Orthodox,15,5,1,n/a,2.23,39%,4.1,59%,0.75,17%,90%,0
Jeremy,Umphries,n/a,n/a,160 lbs.,n/a,n/a,5,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Zach,Underwood,n/a,"6' 2""",185 lbs.,n/a,n/a,8,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Caol,Uno,Uno Shoten,"5' 7""",155 lbs.,"70.0""",Southpaw,26,15,5,n/a,1.91,49%,1.9,50%,1.95,31%,37%,0.5
Kengo,Ura,Uraken,"5' 9""",165 lbs.,n/a,n/a,10,8,0,n/a,1.05,37%,2.38,48%,2.85,28%,50%,1.4
Hector,Urbina,El Toro,"5' 11""",170 lbs.,"73.0""",Orthodox,25,10,1,n/a,0.97,38%,2.44,39%,0,0%,38%,3.8
Yasuhiro,Urushitani,n/a,"5' 5""",125 lbs.,n/a,Southpaw,19,6,6,n/a,3.47,39%,4.71,65%,0,0%,80%,0
Kamaru,Usman,The Nigerian Nightmare,"6' 0""",170 lbs.,"76.0""",n/a,9,1,0,n/a,3.41,54%,1.21,60%,5.26,56%,0%,0.6
Darren,Uyenoyama,BC,"5' 6""",125 lbs.,"64.0""",Orthodox,8,5,0,n/a,1.34,39%,2.21,66%,1.42,33%,35%,0.7
Richie,Vaculik,Vas,"5' 6""",125 lbs.,"69.0""",Orthodox,10,5,0,n/a,3.69,46%,4.09,57%,3,45%,31%,1
Egidijus,Valavicius,n/a,"6' 0""",200 lbs.,n/a,Orthodox,20,9,0,n/a,0,0%,0,0%,0,0%,0%,0
Charlie,Valencia,n/a,"5' 3""",135 lbs.,"64.0""",Orthodox,12,7,0,n/a,2.58,37%,2.61,77%,1.4,53%,75%,0.5
Victor,Valenzuela,Joe Boxer,"5' 10""",155 lbs.,n/a,n/a,11,6,2,n/a,1.28,100%,2.55,0%,0,0%,0%,0
Victor,Valimaki,The Matrix,"6' 0""",205 lbs.,n/a,Orthodox,16,8,0,n/a,3.94,30%,2.99,67%,0.9,14%,0%,0
Andrew,Valladerez,n/a,n/a,135 lbs.,n/a,n/a,2,4,0,n/a,0,0%,0,0%,0,0%,0%,0
Isaac,Vallie-Flagg,n/a,"5' 8""",155 lbs.,"68.0""",Orthodox,14,6,1,n/a,5.56,47%,5.6,45%,0.2,12%,58%,0
Mike,van Arsdale,n/a,"6' 2""",205 lbs.,n/a,Switch,8,5,0,n/a,1.52,41%,1.91,41%,1.06,14%,37%,0
Matt,Van Buren,Gutter,"6' 5""",205 lbs.,"76.0""",n/a,7,4,0,n/a,7.73,45%,6.82,49%,0,0%,50%,0
Ron,van Clief,The Black Dragon,"5' 10""",190 lbs.,n/a,Orthodox,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Lloyd,Van Dams,n/a,"6' 1""",240 lbs.,n/a,Southpaw,0,1,0,n/a,0,0%,3.01,15%,0,0%,0%,0
Chad,Vance,n/a,"6' 0""",185 lbs.,n/a,Orthodox,6,5,0,n/a,0,0%,0,0%,0,0%,0%,0
Lando,Vannata,Groovy,"5' 9""",155 lbs.,"71.0""",Orthodox,9,1,0,n/a,5.54,35%,8.52,41%,0,0%,0%,0
Paige,VanZant,12 Gauge,"5' 4""",115 lbs.,"65.0""",Orthodox,7,3,0,n/a,3.44,52%,2.52,43%,1.72,38%,41%,0.9
Paul,Varelans,The Polar Bear,"6' 8""",300 lbs.,n/a,Orthodox,9,9,0,n/a,0,0%,0,0%,0,0%,0%,0
Jamie,Varner,n/a,"5' 8""",155 lbs.,"72.0""",Orthodox,21,11,1,n/a,2.92,34%,2.55,58%,3.49,53%,66%,0.8
Guilherme,Vasconcelos,Bomba,"6' 0""",185 lbs.,"74.0""",Orthodox,3,2,0,n/a,3.27,29%,4.4,70%,0,0%,0%,0
Linton,Vassell,The Swarm,"6' 4""",205 lbs.,n/a,n/a,16,5,0,n/a,3.39,37%,2.13,54%,2.46,50%,50%,0
Billy,Vaughan,n/a,"5' 6""",155 lbs.,n/a,n/a,11,9,0,n/a,0,0%,1.36,50%,0,0%,0%,0
Yuri,Vaulin,n/a,"6' 4""",197 lbs.,n/a,Southpaw,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Javier,Vazquez,Showtime,"5' 7""",145 lbs.,"69.0""",Southpaw,16,5,0,n/a,2.43,36%,1.99,72%,2.56,52%,57%,1.5
Matt,Veach,n/a,"5' 11""",155 lbs.,n/a,Orthodox,15,4,0,n/a,1.12,28%,4.91,44%,3.64,38%,100%,1.5
Joe,Vedepo,The Doctor,"6' 0""",185 lbs.,n/a,Orthodox,11,5,0,n/a,1.43,42%,5.71,38%,1.07,20%,0%,0
Cain,Velasquez,n/a,"6' 1""",240 lbs.,"77.0""",Orthodox,14,2,0,n/a,6.38,57%,2.29,57%,5.15,45%,85%,0.4
David,Velasquez,Little,"5' 5""",145 lbs.,n/a,Orthodox,10,9,0,n/a,0,0%,0,0%,0,0%,0%,0
Bojan,Velickovic,Serbian Steel,"6' 0""",170 lbs.,"76.0""",Southpaw,14,4,1,n/a,1.87,34%,1.98,54%,0.67,25%,41%,0.7
Karlos,Vemola,n/a,"6' 0""",185 lbs.,"75.0""",Orthodox,10,4,0,n/a,1.67,44%,2.13,37%,1.93,25%,31%,1.7
Jerrel,Venetiaan,n/a,"6' 1""",195 lbs.,n/a,Orthodox,4,3,0,n/a,0.81,33%,1.51,67%,0,0%,60%,0
Scott,Ventimiglia,Meant to Kill Ya,"5' 11""",185 lbs.,n/a,n/a,14,6,1,n/a,0,0%,0,0%,0,0%,0%,0
Brandon,Vera,The Truth,"6' 3""",230 lbs.,"76.0""",Orthodox,12,7,0,n/a,3.03,56%,2.81,52%,0.7,53%,59%,0.2
Kerry,Vera,n/a,"5' 7""",135 lbs.,n/a,Orthodox,2,0,0,n/a,0,0%,0,0%,0,0%,0%,0
Marlon,Vera,Chito,"5' 8""",135 lbs.,"70.0""",n/a,8,3,1,n/a,2.09,45%,3.12,46%,0.86,30%,82%,1.7
Ernie,Verdicia,n/a,"5' 11""",199 lbs.,n/a,Orthodox,0,1,0,n/a,0,0%,0,0%,0,0%,0%,0
Joe,Veres,n/a,"5' 7""",155 lbs.,n/a,Orthodox,4,3,0,n/a,0,0%,5.55,27%,0,0%,0%,0
Renato,Verissimo,Charuto,"6' 1""",170 lbs.,n/a,Orthodox,7,5,0,n/a,0.92,48%,1.87,47%,1.46,30%,50%,2.5
Bryan,Vetell,n/a,"6' 3""",265 lbs.,n/a,Southpaw,4,3,0,n/a,2.74,60%,2.13,41%,0,0%,0%,0
Marvin,Vettori,n/a,"6' 0""",185 lbs.,"74.0""",Southpaw,11,3,0,n/a,2,46%,1.64,61%,1.54,100%,66%,1.5
Hugo,Viana,Wolverine,"5' 6""",135 lbs.,"67.0""",Orthodox,8,4,0,n/a,3.05,38%,3.2,57%,0.22,6%,50%,0
Guilherme,Viana,n/a,"6' 4""",205 lbs.,n/a,n/a,7,2,0,n/a,2.92,40%,2.72,59%,1.2,66%,77%,0
Vitor,Vianna,n/a,n/a,205 lbs.,n/a,Orthodox,12,1,1,n/a,3.1,30%,8.28,52%,0,0%,0%,0
James,Vick,The Texecutioner,"6' 3""",155 lbs.,"76.0""",Orthodox,9,1,0,n/a,4.17,39%,3.72,61%,0,0%,62%,0.5
Milton,Vieira,Miltinho,"6' 0""",145 lbs.,"72.0""",Orthodox,13,8,2,n/a,1.13,35%,2.36,48%,2.67,53%,12%,0.7
Reginaldo,Vieira,n/a,"5' 7""",135 lbs.,"65.0""",n/a,14,4,0,n/a,3.42,49%,2.86,57%,1.95,60%,25%,1.3
Ketlen,Vieira,Fenomeno,"5' 8""",135 lbs.,n/a,Orthodox,7,0,0,n/a,0.87,22%,2.93,57%,4,66%,100%,0
Steve,Vigneault,Lionheart,"5' 10""",185 lbs.,n/a,Orthodox,12,6,0,n/a,2.19,28%,5.75,44%,0,0%,100%,0
Alejandro,Villalobos,n/a,"5' 7""",145 lbs.,n/a,n/a,17,4,0,n/a,3.93,46%,4.07,67%,1,50%,0%,0
DeMarco,Villalona,n/a,"5' 9""",185 lbs.,n/a,n/a,1,2,0,n/a,0,0%,0,0%,0,0%,0%,0
Gian,Villante,n/a,"6' 3""",205 lbs.,"76.0""",Orthodox,15,7,0,n/a,4,48%,5.2,57%,0.83,25%,84%,0
Ruben,Villareal,Warpath,"6' 4""",265 lbs.,n/a,Orthodox,19,23,3,n/a,5.18,53%,4.86,35%,0,0%,0%,0
Pablo,Villaseca,El Gallo,"5' 7""",155 lbs.,n/a,n/a,10,2,0,n/a,2.79,42%,3.25,65%,2.5,50%,33%,0
Joey,Villasenor,Smokin' Joe,"6' 0""",185 lbs.,n/a,Orthodox,28,9,0,n/a,2.05,38%,3.26,52%,0.71,40%,53%,1.1
Danillo,Villefort,Indio,"6' 1""",185 lbs.,n/a,Orthodox,13,4,0,n/a,2.86,37%,2.4,68%,1.71,66%,33%,1.7
Yuri,Villefort,n/a,"6' 0""",170 lbs.,"73.0""",Orthodox,6,3,0,n/a,3.18,43%,5.42,55%,2,35%,40%,0.3
Marcos,Vinicius,Vina,"5' 9""",125 lbs.,"70.0""",Orthodox,20,6,1,n/a,1.93,49%,2.91,47%,0,0%,25%,0.5
Brandon,Visher,The Viper,"5' 6""",135 lbs.,"68.0""",Orthodox,13,3,0,n/a,2.55,45%,3.76,42%,0.67,20%,0%,0
